customerID,gender,PhoneService,InternetService,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
8229-MYEJZ,Female,Yes,DSL,No,Month-to-month,No,Electronic check,51.2,498.25,No
2080-SRCDE,Female,Yes,No,No internet service,Month-to-month,No,Mailed check,25.4,25.4,No
9577-WJVCQ,Female,Yes,DSL,No,Month-to-month,No,Mailed check,54.45,3687.75,No
9512-UIBFX,Male,Yes,Fiber optic,Yes,Month-to-month,No,Mailed check,95.15,1779.95,Yes
6202-DYYFX,Female,Yes,Fiber optic,No,One year,Yes,Credit card (automatic),76,1783.6,No
3808-HFKDE,Female,Yes,,,Month-to-month,Yes,Electronic check,,927.15,No
5583-SXDAG,Male,Yes,Fiber optic,No,Month-to-month,No,Electronic check,70,70,Yes
3488-PGMQJ,Male,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,74.5,606.55,Yes
3580-REOAC,Male,Yes,DSL,No,Month-to-month,Yes,Credit card (automatic),44.85,435.4,Yes
7534-BFESC,Male,Yes,Fiber optic,,Month-to-month,Yes,Electronic check,,1712.7,Yes
3727-OWVYD,Male,Yes,DSL,,One year,No,Mailed check,,2021.2,No
2294-SALNE,Male,Yes,Fiber optic,No,One year,No,Mailed check,86.8,1940.8,No
4847-TAJYI,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,89.35,567.8,No
1563-IWQEX,Female,Yes,No,No internet service,Month-to-month,No,Mailed check,19.7,220.35,No
8203-XJZRC,Male,Yes,No,No internet service,Month-to-month,No,Mailed check,20.25,20.25,No
6556-DBKZF,Female,Yes,,,Two year,No,Electronic check,,5436.45,No
6851-WEFYX,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,100.8,3437.5,No
2985-JUUBZ,Male,Yes,DSL,Yes,Month-to-month,Yes,Electronic check,74.55,3015.75,No
6390-DSAZX,Female,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check,73.6,73.6,Yes
0895-LMRSF,Male,Yes,DSL,Yes,One year,Yes,Bank transfer (automatic),64.9,1509.8,No
8098-LLAZX,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,95.45,396.1,Yes
8266-VBFQL,Male,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,90.4,356.65,No
8181-YHCMF,Female,No,DSL,Yes,Two year,No,Credit card (automatic),60.3,4109,No
2240-HSJQD,Male,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check,81.85,3141.7,No
1248-DYXUB,Male,Yes,No,No internet service,Two year,No,Mailed check,24.8,1229.1,No
0265-EDXBD,Male,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,74.9,2303.35,Yes
4115-BNPJY,Male,Yes,DSL,Yes,Two year,No,Mailed check,75.55,2054.4,No
3167-SNQPL,Male,Yes,,,Month-to-month,No,Electronic check,,3741.85,No
4091-TVOCN,Male,Yes,DSL,Yes,One year,Yes,Credit card (automatic),78.75,3682.45,No
1098-TDVUQ,Female,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.25,19.25,No
7277-OZCGZ,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,89.05,1886.25,No
1557-EMYVT,Female,Yes,Fiber optic,Yes,Two year,No,Credit card (automatic),115.05,4895.1,No
2799-ARNLO,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,69.35,341.6,No
7563-BIUPC,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,80.6,415.55,Yes
5027-YOCXN,Male,Yes,Fiber optic,,One year,No,Credit card (automatic),,5686.4,No
3973-SKMLN,Male,Yes,No,No internet service,Two year,Yes,Credit card (automatic),19.9,1355.1,No
2321-OMBXY,Female,Yes,DSL,Yes,One year,No,Credit card (automatic),80.3,3058.65,Yes
2840-XANRC,Male,Yes,,,Month-to-month,Yes,Electronic check,,2231.05,Yes
6745-JEFZB,,Yes,,,Month-to-month,Yes,Credit card (automatic),,3236.35,No
5020-ZSTTY,Female,Yes,DSL,Yes,One year,No,Bank transfer (automatic),82.45,4350.1,Yes
9880-TDQAC,,No,,,Two year,Yes,Electronic check,,4264,No
8705-WZCYL,Male,Yes,,,Month-to-month,Yes,Electronic check,,44.8,No
7102-JJVTX,,Yes,,,One year,No,Mailed check,,422.3,No
8626-PTQGE,,No,,,Two year,Yes,Bank transfer (automatic),,4176.7,No
4983-CLMLV,Female,Yes,Fiber optic,,Month-to-month,Yes,Credit card (automatic),,5138.1,No
5701-YVSVF,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,82.9,880.05,No
5804-LEPIM,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,70.35,139.05,Yes
5697-GOMBF,Female,No,DSL,Yes,Month-to-month,Yes,Electronic check,35.9,973.65,No
2739-CACDQ,Female,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),82.65,1470.05,No
9385-EHGDO,Female,Yes,No,No internet service,Two year,Yes,Mailed check,19.85,739.35,No
9498-FIMXL,Female,Yes,No,No internet service,One year,Yes,Mailed check,19.2,161.95,No
2379-GYFLQ,,Yes,,,One year,Yes,Credit card (automatic),,4422.95,No
0122-OAHPZ,Female,Yes,Fiber optic,,Month-to-month,Yes,Electronic check,,511.25,Yes
2868-SNELZ,,Yes,,,Month-to-month,No,Mailed check,,155.8,Yes
4322-RCYMT,Male,Yes,DSL,No,One year,Yes,Bank transfer (automatic),75.8,5293.95,Yes
6680-NENYN,Female,Yes,Fiber optic,Yes,Two year,Yes,Electronic check,104.6,4759.85,Yes
2088-IEBAU,Female,Yes,DSL,Yes,Two year,Yes,Electronic check,88.15,6148.45,No
7982-VCELR,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),94.8,3565.65,No
1343-EHPYB,Male,Yes,Fiber optic,,Month-to-month,Yes,Electronic check,,6603,Yes
6035-BXTTY,Female,Yes,DSL,No,Month-to-month,No,Bank transfer (automatic),54.65,1830.1,No
6885-PKOAM,Female,Yes,DSL,Yes,Two year,No,Credit card (automatic),85.75,6223.8,No
7520-HQWJU,Female,Yes,DSL,No,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65,No
9639-BUJXT,Male,Yes,No,No internet service,One year,No,Mailed check,20.5,1328.15,No
5924-SNGKP,Female,Yes,No,No internet service,One year,Yes,Credit card (automatic),20.25,865,No
0021-IKXGC,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,72.1,72.1,No
2034-GDRCN,Female,Yes,,,Month-to-month,Yes,Electronic check,,168.2,Yes
8966-SNIZF,Female,Yes,No,,Two year,No,Bank transfer (automatic),,1303.5,No
6243-OZGFH,Female,No,DSL,Yes,Month-to-month,Yes,Electronic check,44.95,996.85,No
4654-DLAMQ,Female,Yes,Fiber optic,No,One year,No,Bank transfer (automatic),97,6430.9,No
0513-RBGPE,Male,Yes,DSL,No,Two year,Yes,Credit card (automatic),62.8,2278.75,No
5160-UXJED,Male,Yes,,,One year,No,Mailed check,,681.4,No
4115-NZRKS,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,89.15,574.35,No
0219-YTZUE,Male,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),84.8,371.9,Yes
0623-IIHUG,Female,No,DSL,Yes,Month-to-month,Yes,Electronic check,41.9,840.1,Yes
4572-DVCGN,Female,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),80.25,846,Yes
3351-NGXYI,Female,Yes,DSL,No,Month-to-month,Yes,Electronic check,54.1,889,No
8984-EYLLL,Male,Yes,Fiber optic,Yes,Two year,Yes,Electronic check,105.25,6823.4,No
9057-MSWCO,Male,No,DSL,No,Month-to-month,No,Credit card (automatic),30.75,805.1,Yes
9833-TGFHX,Male,Yes,Fiber optic,Yes,One year,No,Electronic check,97.1,4016.75,No
9294-TDIPC,Male,Yes,No,No internet service,Month-to-month,No,Mailed check,20.2,83.75,No
5229-DTFYB,Female,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),98.8,3959.15,No
0104-PPXDV,Male,Yes,DSL,No,One year,No,Credit card (automatic),50.3,2878.55,No
5176-LMJXE,Female,Yes,No,No internet service,Two year,Yes,Mailed check,20.55,945.7,No
3583-KRKMD,Male,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),75.9,1373.05,No
1010-DIAUQ,Male,Yes,Fiber optic,Yes,Month-to-month,No,Bank transfer (automatic),96.5,492.55,Yes
9069-LGEUL,Male,Yes,DSL,No,Month-to-month,Yes,Bank transfer (automatic),59.95,1406,No
7302-ZHMHP,Female,Yes,No,No internet service,Month-to-month,No,Mailed check,19.15,19.15,No
9571-EDEBV,Male,Yes,Fiber optic,Yes,One year,Yes,Credit card (automatic),98.65,6962.85,No
3520-FJGCV,Male,Yes,Fiber optic,Yes,Two year,Yes,Credit card (automatic),112.6,8126.65,No
6563-VRERX,Male,Yes,No,No internet service,One year,No,Mailed check,20.6,690.25,No
0259-GBZSH,Male,Yes,Fiber optic,,Month-to-month,Yes,Electronic check,,181.5,Yes
6122-EFVKN,Male,No,DSL,No,Two year,No,Mailed check,35.75,830.8,No
2805-EDJPQ,Female,Yes,,,One year,Yes,Credit card (automatic),,5608.4,No
6862-CQUMB,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),96.1,3646.8,No
7156-MXBJE,Female,Yes,DSL,Yes,One year,No,Credit card (automatic),85.1,3662.25,No
6158-HDPXZ,Male,No,DSL,,Month-to-month,No,Mailed check,,25.35,No
9601-BRXPO,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,2566.5,Yes
2863-IMQDR,,Yes,,,Two year,No,Electronic check,,5308.7,No
5686-CMAWK,Male,Yes,Fiber optic,No,One year,No,Electronic check,86.75,1410.25,No
5651-CRHKQ,Female,Yes,Fiber optic,No,One year,Yes,Bank transfer (automatic),86.2,3339.05,No
6905-NIQIN,,Yes,,,Month-to-month,No,Mailed check,,50.65,Yes
8204-YJCLA,Male,No,DSL,Yes,Two year,Yes,Bank transfer (automatic),64.8,4732.35,No
5167-ZFFMM,Male,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),90.85,90.85,Yes
6583-SZVGP,Male,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),108.1,5067.45,No
4895-TMWIR,Male,Yes,No,No internet service,Month-to-month,No,Mailed check,19.95,214.75,Yes
0533-BNWKF,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,85.45,4874.7,Yes
1708-PBBOA,Female,No,DSL,,One year,Yes,Electronic check,,2348.45,No
8782-LKFPK,Male,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check,90.4,4063,No
5522-JBWMO,Male,Yes,DSL,No,Month-to-month,No,Electronic check,44,44,No
3597-MVHJT,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6,2595.25,No
9774-NRNAU,Male,Yes,DSL,Yes,Month-to-month,Yes,Bank transfer (automatic),84.8,2309.55,No
0224-RLWWD,Female,Yes,DSL,No,Month-to-month,Yes,Electronic check,44.3,89.3,No
9967-ATRFS,,Yes,,,Month-to-month,No,Mailed check,,367.55,No
3951-NJCVI,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,95.05,3944.5,No
2977-CEBSX,Female,Yes,DSL,Yes,Two year,Yes,Credit card (automatic),90.05,5965.95,No
0177-PXBAT,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),109.9,3694.7,No
6599-CEBNN,Female,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),73.95,2524.45,Yes
2519-ERQOJ,Male,No,DSL,Yes,Month-to-month,Yes,Electronic check,54.6,1803.7,No
5876-QMYLD,Female,Yes,No,No internet service,One year,No,Mailed check,20.05,415.1,No
2277-AXSDC,Female,Yes,No,No internet service,One year,No,Bank transfer (automatic),19.75,624.15,No
9442-JTWDL,Female,Yes,,,One year,No,Credit card (automatic),,237.7,No
0979-PHULV,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),99.45,7007.6,Yes
3067-SVMTC,Female,Yes,DSL,No,One year,No,Bank transfer (automatic),55.9,3848.8,No
5495-GPSRW,Male,Yes,No,No internet service,Two year,Yes,Mailed check,19.7,419.4,No
7606-BPHHN,Male,Yes,No,No internet service,Two year,Yes,Credit card (automatic),19.8,1468.75,No
4742-DRORA,Male,Yes,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),95.4,5812,No
0111-KLBQG,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Mailed check,93.95,2861.45,No
4800-VHZKI,,Yes,,,Month-to-month,Yes,Mailed check,,19.9,Yes
7989-CHGTL,Male,Yes,No,No internet service,Month-to-month,Yes,Mailed check,19.6,19.6,Yes
0334-GDDSO,Male,Yes,Fiber optic,,Month-to-month,Yes,Electronic check,,233.7,Yes
4163-NCJAK,Female,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),24.45,1066.15,No
5233-AOZUF,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,74.95,2149.05,No
5973-EJGDP,Male,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,87.35,4473,No
1996-DBMUS,Female,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),70.65,3545.05,No
7916-VCCPB,Female,Yes,Fiber optic,No,Month-to-month,No,Bank transfer (automatic),73.25,1195.75,No
4686-GEFRM,Male,Yes,Fiber optic,No,Two year,Yes,Bank transfer (automatic),98.7,6858.9,No
5249-QYHEX,Female,Yes,No,No internet service,Two year,Yes,Mailed check,24.8,1024.7,No
0578-SKVMF,Female,Yes,Fiber optic,No,Month-to-month,No,Electronic check,83.3,1845.9,Yes
5564-NEMQO,Female,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),75.3,75.3,Yes
2233-FAGXV,Female,Yes,No,,Month-to-month,Yes,Mailed check,,132.25,No
5605-IYGFG,Female,Yes,Fiber optic,,Month-to-month,Yes,Bank transfer (automatic),,515.45,No
7663-ZTEGJ,Male,Yes,Fiber optic,No,One year,No,Credit card (automatic),100.55,2830.45,No
3935-TBRZZ,Male,Yes,No,No internet service,One year,No,Mailed check,25.7,1110.5,No
8111-BKVDS,Female,No,DSL,No,Month-to-month,No,Bank transfer (automatic),40.7,449.3,No
2055-SIFSS,,Yes,,,Month-to-month,No,Bank transfer (automatic),,2838.55,No
2806-MLNTI,Male,Yes,Fiber optic,,One year,Yes,Bank transfer (automatic),,5376.4,No
8734-DKSTZ,Female,Yes,Fiber optic,No,Month-to-month,No,Electronic check,85.95,858.6,No
4360-PNRQB,Male,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),75.6,1395.05,No
6152-ONASV,,Yes,,,One year,No,Bank transfer (automatic),,3975.7,No
9063-ZGTUY,Female,Yes,No,No internet service,Month-to-month,Yes,Mailed check,19.4,1182.55,Yes
7781-HVGMK,Female,No,DSL,Yes,Two year,Yes,Credit card (automatic),65.2,4784.45,No
2181-UAESM,Male,Yes,DSL,,Month-to-month,No,Electronic check,,119.5,No
2957-LOLHO,Male,Yes,DSL,No,Month-to-month,Yes,Bank transfer (automatic),45.4,518.9,Yes
6048-NJXHX,Male,Yes,No,,Two year,Yes,Electronic check,,899.45,No
2320-SLKMB,,No,,,Month-to-month,Yes,Credit card (automatic),,1183.8,No
4980-URKXC,Male,Yes,No,No internet service,One year,No,Bank transfer (automatic),20.85,720.05,No
4376-KFVRS,,Yes,,,Two year,Yes,Credit card (automatic),,8468.2,No
5886-VLQVU,Male,Yes,Fiber optic,,Month-to-month,Yes,Bank transfer (automatic),,3161.2,No
3577-AMVUX,Male,Yes,DSL,,Month-to-month,No,Mailed check,,55.05,No
0771-WLCLA,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,112.95,1882.55,No
5628-RKIFK,Female,Yes,Fiber optic,Yes,Month-to-month,No,Credit card (automatic),101.55,5070.4,No
0206-TBWLC,Female,Yes,Fiber optic,Yes,One year,Yes,Mailed check,114.65,6049.5,No
2937-FTHUR,Female,Yes,DSL,,Month-to-month,No,Electronic check,,1166.7,No
1910-FMXJM,Female,Yes,Fiber optic,No,Month-to-month,No,Electronic check,80.4,2937.65,No
7752-XUSCI,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,105.9,6396.45,Yes
4110-PFEUZ,Female,Yes,Fiber optic,No,Month-to-month,No,Mailed check,69.55,69.55,Yes
0732-OCQOC,,Yes,,,Two year,Yes,Bank transfer (automatic),,1270.25,No
5168-MSWXT,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,94.75,759.55,No
1090-ESELR,Male,Yes,Fiber optic,Yes,Two year,No,Bank transfer (automatic),105.5,7611.55,No
8592-PLTMQ,Female,Yes,No,No internet service,One year,No,Mailed check,24.7,1642.75,No
5760-WRAHC,Female,Yes,DSL,No,Month-to-month,Yes,Mailed check,69.75,1545.4,No
8847-GEOOQ,Male,No,DSL,Yes,Month-to-month,Yes,Bank transfer (automatic),60.2,3582.4,No
0256-LTHVJ,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,81.05,2227.1,Yes
4785-FCIFB,Female,Yes,No,No internet service,Two year,No,Mailed check,24.4,1417.9,No
8313-NDOIA,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,104.15,2494.65,No
5149-CUZUJ,Male,Yes,Fiber optic,Yes,One year,No,Bank transfer (automatic),92.9,2768.35,No
0942-KOWSM,,Yes,,,Two year,No,Bank transfer (automatic),,2369.3,No
4237-CLSMM,Male,Yes,No,No internet service,Month-to-month,No,Mailed check,20,38,No
1452-VOQCH,Male,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,75.1,75.1,No
4719-UMSIY,Male,Yes,No,No internet service,Month-to-month,No,Mailed check,19.65,100.9,No
6614-VBEGU,Female,Yes,DSL,Yes,Month-to-month,Yes,Bank transfer (automatic),69.45,1614.05,No
0880-TKATG,Male,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check,101.15,385.9,Yes
3811-VBYBZ,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,99.8,673.25,Yes
1480-BKXGA,Male,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),116.05,8404.9,No
2996-XAUVF,Male,No,,,Two year,Yes,Mailed check,,2799.75,No
9076-AXYIK,Male,Yes,Fiber optic,Yes,Two year,No,Electronic check,102.1,6538.45,No
5968-XQIVE,Male,Yes,Fiber optic,Yes,One year,Yes,Electronic check,89.7,6588.95,No
8896-RAZCR,,Yes,,,Two year,No,Mailed check,,868.1,No
4640-UHDOS,,Yes,,,Month-to-month,No,Electronic check,,734.35,Yes
4933-IKULF,Female,Yes,No,No internet service,One year,No,Mailed check,20.65,330.6,No
3583-EKAPL,Male,Yes,DSL,No,Month-to-month,Yes,Electronic check,55,55,Yes
1304-BCCFO,,Yes,,,Month-to-month,Yes,Mailed check,,564.4,No
4104-PVRPS,,Yes,,,Month-to-month,No,Mailed check,,1315.35,No
9399-APLBT,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,74.7,74.7,Yes
2359-KMGLI,Male,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,80.25,1861.5,Yes
3780-DDGSE,,Yes,,,Month-to-month,Yes,Electronic check,,2747.2,No
4431-EDMIQ,Female,Yes,DSL,Yes,Month-to-month,Yes,Electronic check,75.7,554.05,No
0306-JAELE,Male,Yes,,,Month-to-month,Yes,Electronic check,,453.4,Yes
6227-HWPWX,Female,Yes,Fiber optic,,Month-to-month,No,Bank transfer (automatic),,994.8,Yes
0486-LGCCH,Male,Yes,No,No internet service,Two year,No,Mailed check,19.65,225.75,No
0447-BEMNG,Female,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),45.3,2145,Yes
4612-SSVHJ,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,81.45,1671.6,No
5168-MQQCA,Female,Yes,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),108.5,8003.8,No
5949-XIKAE,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,83.55,680.05,Yes
7971-HLVXI,Male,Yes,Fiber optic,No,Two year,Yes,Credit card (automatic),84.5,6130.85,No
9094-AZPHK,Female,Yes,,,Month-to-month,Yes,Electronic check,,1415,No
3649-JPUGY,,Yes,,,Two year,Yes,Bank transfer (automatic),,6201.95,No
4472-LVYGI,Female,No,DSL,Yes,Two year,Yes,Bank transfer (automatic),52.55, ,No
8372-JUXUI,Male,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,74.35,74.35,Yes
3552-CTCYF,Male,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),104.8,6597.25,No
6778-YSNIH,,Yes,,,Month-to-month,Yes,Electronic check,,114.15,No
0388-EOPEX,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,74.4,139.4,Yes
5756-OZRIO,Male,Yes,DSL,No,One year,No,Bank transfer (automatic),64.05,3902.6,No
6579-JPICP,Male,Yes,No,No internet service,Month-to-month,No,Mailed check,20.4,20.4,No
8205-OTCHB,Male,No,DSL,No,One year,Yes,Bank transfer (automatic),43.75,903.6,Yes
4134-BSXLX,,Yes,,,Month-to-month,No,Mailed check,,1785.65,No
0505-SPOOW,Female,Yes,No,No internet service,Two year,No,Bank transfer (automatic),19.8,1397.65,No
6235-VDHOM,Female,No,DSL,No,Month-to-month,No,Electronic check,28.45,131.05,Yes
7783-YKGDV,Female,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),99.7,1238.45,Yes
4374-YMUSQ,,Yes,,,One year,No,Credit card (automatic),,3899.05,No
4513-CXYIX,Female,Yes,Fiber optic,,Two year,Yes,Credit card (automatic),,5676,No
3957-HHLMR,Female,Yes,DSL,No,One year,No,Bank transfer (automatic),65.2,4543.15,No
7803-XOCCZ,,Yes,,,Month-to-month,Yes,Bank transfer (automatic),,4326.8,No
5736-YEJAX,Male,Yes,DSL,Yes,Two year,Yes,Credit card (automatic),79.45,5502.55,No
5609-CEBID,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,94.1,1782.4,Yes
8981-FJGLA,Male,Yes,Fiber optic,,Month-to-month,Yes,Mailed check,,851.8,No
7218-HKQFK,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,94.2,167.5,Yes
4636-QRJKY,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,80.5,502.85,Yes
1135-LMECX,Female,Yes,No,No internet service,Month-to-month,No,Mailed check,19.85,19.85,No
4332-MUOEZ,Male,Yes,Fiber optic,No,One year,No,Credit card (automatic),94.3,1818.3,No
8535-SFUTN,,Yes,,,Month-to-month,Yes,Electronic check,,6300.15,No
5956-VKDTT,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,74.35,334.8,Yes
8677-HDZEE,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),105.45,5916.95,No
2475-MROZF,Male,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),95,2852.4,No
9412-GHEEC,Male,Yes,Fiber optic,Yes,Month-to-month,No,Bank transfer (automatic),104.8,4131.95,Yes
3482-ABPKK,Female,Yes,DSL,No,One year,No,Mailed check,54.3,1546.3,No
6705-LXORM,Female,Yes,Fiber optic,No,Month-to-month,No,Electronic check,70.05,302.6,No
0257-ZESQC,,Yes,,,Month-to-month,Yes,Bank transfer (automatic),,1929.35,Yes
7531-GQHME,Male,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),20.05,265.45,No
5174-ITUMV,Male,Yes,Fiber optic,Yes,One year,Yes,Electronic check,105.4,6989.45,No
4109-CYRBD,Male,Yes,DSL,No,Month-to-month,Yes,Electronic check,51.6,1442,No
0913-XWSCN,Male,Yes,Fiber optic,No,Month-to-month,No,Bank transfer (automatic),85.5,4713.4,No
6825-UYPFK,Female,Yes,Fiber optic,No,Month-to-month,No,Bank transfer (automatic),75.6,1758.6,Yes
8397-MVTAZ,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,100.05,3480,Yes
0750-EBAIU,Male,Yes,Fiber optic,Yes,One year,No,Electronic check,91.25,4738.3,No
8606-CIQUL,Male,Yes,Fiber optic,Yes,Two year,Yes,Credit card (automatic),115.75,8399.15,No
3571-DPYUH,Male,Yes,Fiber optic,,One year,Yes,Credit card (automatic),,5430.35,No
7601-GNDYK,Male,Yes,No,No internet service,Two year,No,Mailed check,19.6,686.95,No
0356-OBMAC,Female,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),99.9,5706.3,No
8067-NIOYM,Female,Yes,No,,Two year,Yes,Credit card (automatic),,490.65,No
1403-GYAFU,Male,Yes,No,No internet service,Two year,No,Credit card (automatic),20.05,1360.25,No
4234-XTNEA,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,79.95,174.45,No
1297-VQDRP,Male,Yes,Fiber optic,,One year,Yes,Credit card (automatic),,7379.8,No
9282-IZGQK,,Yes,,,Month-to-month,Yes,Electronic check,,85,Yes
5348-CAGXB,,Yes,,,Month-to-month,Yes,Electronic check,,1021.75,No
0621-HJWXJ,Female,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),81.55,5029.05,No
5844-QVTAT,Female,Yes,DSL,No,One year,Yes,Mailed check,58.45,1955.4,No
8905-IAZPF,,Yes,,,One year,Yes,Credit card (automatic),,6744.2,No
